Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code,LSOA Name,LSOA Code 2021,LSOA Name 2021
OX26 5DB,Yes,51.897163,-1.116766,460871,222437,SP608224,Launton and Otmoor,Launton,2000-10-01,,67,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5DD,Yes,51.899710,-1.121750,460525,222716,SP605227,Launton and Otmoor,Launton,2000-10-01,,69,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5DE,Yes,51.895032,-1.118993,460721,222198,SP607221,Launton and Otmoor,Launton,2000-10-01,,67,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5DF,Yes,51.896461,-1.117671,460810,222358,SP608223,Launton and Otmoor,Launton,2000-10-01,,67,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5DG,Yes,51.895678,-1.120123,460642,222269,SP606222,Launton and Otmoor,Launton,2000-10-01,,67,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5DH,Yes,51.899273,-1.117413,460824,222671,SP608226,Launton and Otmoor,Launton,2000-10-01,,67,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5DJ,Yes,51.899671,-1.117666,460806,222715,SP608227,Launton and Otmoor,Launton,2000-10-01,,67,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5DL,Yes,51.899938,-1.117327,460829,222745,SP608227,Launton and Otmoor,Launton,2000-10-01,,68,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5DP,Yes,51.899801,-1.119563,460675,222728,SP606227,Launton and Otmoor,Launton,2000-10-01,,69,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5DQ,Yes,51.898294,-1.117461,460822,222562,SP608225,Launton and Otmoor,Launton,2000-10-01,,67,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5DR,Yes,51.898885,-1.120821,460590,222625,SP605226,Launton and Otmoor,Launton,2000-10-01,,67,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5DS,Yes,51.898328,-1.115042,460988,222568,SP609225,Launton and Otmoor,Launton,2000-10-01,,66,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5DT,Yes,51.898378,-1.114262,461042,222574,SP610225,Launton and Otmoor,Launton,2000-10-01,,66,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5DU,Yes,51.898884,-1.114688,461012,222630,SP610226,Launton and Otmoor,Launton,2000-10-01,,67,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5DW,Yes,51.897906,-1.118486,460752,222518,SP607225,Launton and Otmoor,Launton,2000-10-01,,67,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5DX,Yes,51.900940,-1.111997,461194,222861,SP611228,Launton and Otmoor,Launton,2000-10-01,,68,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5DY,Yes,51.900251,-1.115896,460927,222781,SP609227,Launton and Otmoor,Launton,2000-10-01,,67,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5DZ,Yes,51.899821,-1.116123,460912,222733,SP609227,Launton and Otmoor,Launton,2000-10-01,,67,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5EA,Yes,51.901017,-1.113899,461063,222868,SP610228,Launton and Otmoor,Launton,2000-10-01,,67,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5EB,Yes,51.895713,-1.120999,460582,222272,SP605222,Launton and Otmoor,Launton,2000-10-01,,67,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5ED,Yes,51.900800,-1.119577,460673,222839,SP606228,Launton and Otmoor,Launton,2000-10-01,,69,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5EE,Yes,51.902447,-1.111575,461221,223029,SP612230,Launton and Otmoor,Launton,2000-10-01,,67,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5EF,Yes,51.897759,-1.114463,461029,222505,SP610225,Launton and Otmoor,Launton,2000-12-01,,66,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5EG,Yes,51.901690,-1.111372,461236,222945,SP612229,Launton and Otmoor,Launton,2000-12-01,,67,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5EH,Yes,51.904397,-1.104143,461730,223252,SP617232,Launton and Otmoor,Launton,2000-10-01,,68,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5EL,Yes,51.914721,-1.096145,462266,224407,SP622244,Launton and Otmoor,Launton,2000-10-01,,74,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5EP,No,51.899969,-1.122602,460466,222744,SP604227,Launton and Otmoor,Launton,2006-02-01,2006-07-01,71,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5EQ,No,51.901805,-1.110968,461264,222958,SP612229,Launton and Otmoor,Launton,2000-12-01,2018-08-01,67,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5EW,No,51.901576,-1.140608,459225,222908,SP592229,Bicester East,Bicester,2000-10-01,2012-11-01,72,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028456,Cherwell 013B,E01028456,Cherwell 013B
OX26 5FD,No,51.901805,-1.110968,461264,222958,SP612229,Launton and Otmoor,Launton,2000-10-01,2000-10-01,67,England,2024-12-20,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5HA,No,51.915277,-1.142877,459051,224430,SP590244,Launton and Otmoor,Launton,2000-12-01,2020-01-01,84,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5WA,No,51.915277,-1.142877,459051,224430,SP590244,Launton and Otmoor,Launton,2001-12-01,2003-09-01,84,England,2024-12-20,Imputed by ONS by reference to surrounding postcode grid references,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 5WE,No,51.915277,-1.142877,459051,224430,SP590244,Launton and Otmoor,Launton,2000-10-01,2000-10-01,84,England,2024-12-20,Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference,E01028499,Cherwell 011F,E01028499,Cherwell 011F
OX26 6AA,Yes,51.896914,-1.149897,458592,222382,SP585223,Bicester East,Bicester,2000-10-01,,74,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6AB,Yes,51.893970,-1.151871,458460,222053,SP584220,Bicester South and Ambrosden,Bicester,2000-12-01,,69,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035736,Cherwell 015D
OX26 6AD,Yes,51.896969,-1.151291,458496,222387,SP584223,Bicester East,Bicester,2000-10-01,,73,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6AE,Yes,51.896742,-1.157239,458087,222357,SP580223,Bicester South and Ambrosden,Bicester,2000-10-01,,74,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6AF,No,51.896766,-1.150510,458550,222365,SP585223,Bicester East,Bicester,2000-10-01,2013-07-01,74,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6AG,Yes,51.896598,-1.151046,458513,222346,SP585223,Bicester East,Bicester,2000-10-01,,73,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6AH,Yes,51.896475,-1.150109,458578,222333,SP585223,Bicester East,Bicester,2000-10-01,,74,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6AJ,Yes,51.896881,-1.150401,458557,222378,SP585223,Bicester East,Bicester,2000-10-01,,74,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6AL,Yes,51.896548,-1.150296,458565,222341,SP585223,Bicester East,Bicester,2000-10-01,,74,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6AN,Yes,51.896314,-1.152728,458398,222313,SP583223,Bicester East,Bicester,2000-10-01,,74,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6AP,Yes,51.895288,-1.153905,458318,222198,SP583221,Bicester South and Ambrosden,Bicester,2017-11-01,,69,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6AQ,Yes,51.896559,-1.150587,458545,222342,SP585223,Bicester East,Bicester,2000-10-01,,74,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6AR,Yes,51.895932,-1.153389,458353,222270,SP583222,Bicester South and Ambrosden,Bicester,2000-10-01,,74,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6AS,No,51.895252,-1.152588,458409,222195,SP584221,Bicester South and Ambrosden,Bicester,2000-10-01,2015-03-01,72,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6AT,Yes,51.896742,-1.157239,458087,222357,SP580223,Bicester South and Ambrosden,Bicester,2000-10-01,,74,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6AU,Yes,51.894441,-1.153518,458346,222104,SP583221,Bicester South and Ambrosden,Bicester,2000-10-01,,71,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6AW,Yes,51.896476,-1.152725,458398,222331,SP583223,Bicester East,Bicester,2000-10-01,,74,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6AX,Yes,51.895779,-1.150877,458526,222255,SP585222,Bicester South and Ambrosden,Bicester,2001-06-01,,72,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6AY,Yes,51.896521,-1.155252,458224,222334,SP582223,Bicester South and Ambrosden,Bicester,2000-10-01,,74,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6AZ,Yes,51.896515,-1.154395,458283,222334,SP582223,Bicester East,Bicester,2000-10-01,,74,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6BA,Yes,51.896347,-1.154975,458243,222315,SP582223,Bicester South and Ambrosden,Bicester,2000-10-01,,74,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6BB,Yes,51.896226,-1.155587,458201,222301,SP582223,Bicester South and Ambrosden,Bicester,2000-10-01,,73,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6BD,Yes,51.895901,-1.151515,458482,222268,SP584222,Bicester South and Ambrosden,Bicester,2000-10-01,,72,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6BE,Yes,51.894471,-1.151711,458470,222109,SP584221,Bicester South and Ambrosden,Bicester,2000-10-01,,70,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035736,Cherwell 015D
OX26 6BF,Yes,51.894388,-1.148879,458665,222102,SP586221,Bicester South and Ambrosden,Bicester,2003-09-01,,71,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035736,Cherwell 015D
OX26 6BG,Yes,51.894711,-1.152322,458428,222135,SP584221,Bicester South and Ambrosden,Bicester,2000-10-01,,71,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035736,Cherwell 015D
OX26 6BH,Yes,51.894885,-1.150298,458567,222156,SP585221,Bicester South and Ambrosden,Bicester,2000-10-01,,71,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035736,Cherwell 015D
OX26 6BJ,Yes,51.895182,-1.150336,458564,222189,SP585221,Bicester South and Ambrosden,Bicester,2000-10-01,,71,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6BL,Yes,51.894658,-1.150152,458577,222131,SP585221,Bicester South and Ambrosden,Bicester,2000-10-01,,71,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035736,Cherwell 015D
OX26 6BN,Yes,51.895261,-1.148794,458670,222199,SP586221,Bicester South and Ambrosden,Bicester,2000-10-01,,73,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035736,Cherwell 015D
OX26 6BP,Yes,51.896386,-1.148919,458660,222324,SP586223,Bicester East,Bicester,2000-10-01,,73,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6BQ,Yes,51.895033,-1.152141,458440,222171,SP584221,Bicester South and Ambrosden,Bicester,2000-10-01,,72,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6BS,Yes,51.896212,-1.152308,458427,222302,SP584223,Bicester South and Ambrosden,Bicester,2003-05-01,,73,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6BT,No,51.901576,-1.140608,459225,222908,SP592229,Bicester East,Bicester,2000-10-01,2002-10-01,72,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028456,Cherwell 013B,E01028456,Cherwell 013B
OX26 6BU,Yes,51.895158,-1.148259,458707,222188,SP587221,Bicester South and Ambrosden,Bicester,2000-10-01,,73,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035736,Cherwell 015D
OX26 6BW,Yes,51.896652,-1.149684,458607,222353,SP586223,Bicester East,Bicester,2000-10-01,,74,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6BX,Yes,51.894647,-1.148486,458692,222131,SP586221,Bicester South and Ambrosden,Bicester,2000-10-01,,71,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035736,Cherwell 015D
OX26 6BY,Yes,51.893970,-1.148276,458707,222056,SP587220,Bicester South and Ambrosden,Bicester,2000-10-01,,71,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035736,Cherwell 015D
OX26 6BZ,Yes,51.893802,-1.149679,458611,222036,SP586220,Bicester South and Ambrosden,Bicester,2000-10-01,,70,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035736,Cherwell 015D
OX26 6DA,Yes,51.896715,-1.152197,458434,222358,SP584223,Bicester East,Bicester,2000-10-01,,74,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6DB,No,51.901576,-1.140608,459225,222908,SP592229,Bicester East,Bicester,2001-06-01,2002-07-01,72,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028456,Cherwell 013B,E01028456,Cherwell 013B
OX26 6DD,No,51.897150,-1.152668,458401,222406,SP584224,Bicester East,Bicester,2000-10-01,2009-11-01,73,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6DE,Yes,51.897019,-1.151915,458453,222392,SP584223,Bicester East,Bicester,2000-10-01,,73,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6DF,No,51.901576,-1.140608,459225,222908,SP592229,Bicester East,Bicester,2001-12-01,2002-07-01,72,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028456,Cherwell 013B,E01028456,Cherwell 013B
OX26 6DG,Yes,51.897895,-1.153817,458321,222488,SP583224,Bicester East,Bicester,2000-10-01,,73,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6DH,Yes,51.896034,-1.148780,458670,222285,SP586222,Bicester South and Ambrosden,Bicester,2000-10-01,,73,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035736,Cherwell 015D
OX26 6DJ,Yes,51.896614,-1.147165,458780,222351,SP587223,Bicester East,Bicester,2000-10-01,,72,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6DL,Yes,51.896027,-1.152747,458397,222281,SP583222,Bicester South and Ambrosden,Bicester,2006-07-01,,74,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6DN,No,51.892027,-1.150527,458555,221838,SP585218,Bicester South and Ambrosden,Bicester,2000-10-01,2006-09-01,68,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035736,Cherwell 015D
OX26 6DP,Yes,51.897309,-1.153537,458341,222423,SP583224,Bicester East,Bicester,2000-10-01,,73,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6DQ,Yes,51.897088,-1.154137,458300,222398,SP583223,Bicester East,Bicester,2000-10-01,,73,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6DR,Yes,51.897269,-1.156750,458120,222416,SP581224,Bicester South and Ambrosden,Bicester,2000-10-01,,75,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6DS,Yes,51.897583,-1.157907,458040,222450,SP580224,Bicester South and Ambrosden,Bicester,2000-10-01,,75,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028466,Cherwell 014A,E01028466,Cherwell 014A
OX26 6DT,Yes,51.897188,-1.155429,458211,222408,SP582224,Bicester East,Bicester,2000-10-01,,75,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6DU,Yes,51.897252,-1.158213,458019,222413,SP580224,Bicester South and Ambrosden,Bicester,2000-10-01,,75,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6DW,Yes,51.895124,-1.152483,458416,222181,SP584221,Bicester South and Ambrosden,Bicester,2018-07-01,,72,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6DX,Yes,51.896057,-1.150727,458536,222286,SP585222,Bicester South and Ambrosden,Bicester,2001-12-01,,72,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6DY,Yes,51.895827,-1.152446,458418,222259,SP584222,Bicester South and Ambrosden,Bicester,2006-05-01,,73,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6DZ,Yes,51.896158,-1.149809,458599,222298,SP585222,Bicester South and Ambrosden,Bicester,2001-12-01,,73,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6EA,Yes,51.900199,-1.151593,458471,222746,SP584227,Bicester East,Bicester,2000-10-01,,75,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6EB,Yes,51.900323,-1.152536,458406,222759,SP584227,Bicester East,Bicester,2000-10-01,,75,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6ED,Yes,51.902265,-1.153822,458315,222974,SP583229,Bicester East,Bicester,2000-10-01,,77,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028467,Cherwell 013E,E01028467,Cherwell 013E
OX26 6EE,Yes,51.902971,-1.153198,458357,223053,SP583230,Bicester East,Bicester,2000-10-01,,78,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028467,Cherwell 013E,E01028467,Cherwell 013E
OX26 6EF,Yes,51.903677,-1.152589,458398,223132,SP583231,Bicester East,Bicester,2000-10-01,,79,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028467,Cherwell 013E,E01028467,Cherwell 013E
OX26 6EG,No,51.903545,-1.151778,458454,223118,SP584231,Bicester East,Bicester,2000-10-01,2006-09-01,78,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028467,Cherwell 013E,E01028467,Cherwell 013E
OX26 6EH,Yes,51.896959,-1.152410,458419,222385,SP584223,Bicester East,Bicester,2000-10-01,,73,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6EJ,Yes,51.896113,-1.149752,458603,222293,SP586222,Bicester South and Ambrosden,Bicester,2002-06-01,,73,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6EL,Yes,51.894440,-1.144683,458954,222111,SP589221,Bicester South and Ambrosden,Bicester,2002-11-01,,69,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028463,Cherwell 015A,E01028463,Cherwell 015A
OX26 6EN,Yes,51.895644,-1.144616,458957,222245,SP589222,Bicester South and Ambrosden,Bicester,2003-04-01,,70,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028463,Cherwell 015A,E01028463,Cherwell 015A
OX26 6EP,Yes,51.895145,-1.145280,458912,222189,SP589221,Bicester South and Ambrosden,Bicester,2003-04-01,,71,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028463,Cherwell 015A,E01028463,Cherwell 015A
OX26 6EQ,Yes,51.894378,-1.146123,458855,222103,SP588221,Bicester South and Ambrosden,Bicester,2002-07-01,,71,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028463,Cherwell 015A,E01028463,Cherwell 015A
OX26 6ER,Yes,51.895452,-1.148045,458721,222221,SP587222,Bicester South and Ambrosden,Bicester,2006-10-01,,73,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035736,Cherwell 015D
OX26 6ES,Yes,51.897498,-1.154842,458251,222443,SP582224,Bicester East,Bicester,2007-09-01,,74,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6ET,Yes,51.894099,-1.151180,458507,222068,SP585220,Bicester South and Ambrosden,Bicester,2008-01-01,,69,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035736,Cherwell 015D
OX26 6EU,Yes,51.892352,-1.158334,458017,221868,SP580218,Bicester South and Ambrosden,Bicester,2008-10-01,,69,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035736,Cherwell 015D
OX26 6EW,Yes,51.892363,-1.145928,458871,221879,SP588218,Bicester South and Ambrosden,Bicester,2011-02-01,,68,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028463,Cherwell 015A,E01028463,Cherwell 015A
OX26 6EX,Yes,51.898595,-1.153770,458323,222566,SP583225,Bicester East,Bicester,2013-08-01,,73,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6EY,Yes,51.902473,-1.152699,458392,222998,SP583229,Bicester East,Bicester,2000-10-01,,77,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028467,Cherwell 013E,E01028467,Cherwell 013E
OX26 6EZ,Yes,51.892537,-1.146530,458829,221898,SP588218,Bicester South and Ambrosden,Bicester,2017-03-01,,69,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028463,Cherwell 015A,E01028463,Cherwell 015A
OX26 6FA,Yes,51.898548,-1.152230,458429,222562,SP584225,Bicester East,Bicester,2012-12-01,,73,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6FB,No,51.885444,-1.125733,460270,221126,SP602211,Bicester South and Ambrosden,Bicester,2000-10-01,2000-10-01,66,England,2024-12-20,Postcode sector mean (mainly PO Boxes),E01028425,Cherwell 011A,E01035733,Cherwell 011A
OX26 6FD,No,51.901576,-1.140608,459225,222908,SP592229,Bicester East,Bicester,2007-12-01,2008-01-01,72,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028456,Cherwell 013B,E01028456,Cherwell 013B
OX26 6FE,Yes,51.895538,-1.152379,458423,222227,SP584222,Bicester South and Ambrosden,Bicester,2012-10-01,,73,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6FF,Yes,51.892686,-1.146048,458862,221915,SP588219,Bicester South and Ambrosden,Bicester,2018-12-01,,69,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028463,Cherwell 015A,E01028463,Cherwell 015A
OX26 6FG,Yes,51.895347,-1.152174,458437,222206,SP584222,Bicester South and Ambrosden,Bicester,2012-10-01,,72,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028468,Cherwell 015D,E01035735,Cherwell 015D
OX26 6FH,Yes,51.902051,-1.152794,458386,222951,SP583229,Bicester East,Bicester,2000-10-01,,77,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028467,Cherwell 013E,E01028467,Cherwell 013E
OX26 6FJ,Yes,51.901894,-1.152187,458428,222934,SP584229,Bicester East,Bicester,2000-10-01,,76,England,2024-12-20,Within the building of the matched address closest to the postcode mean,E01028467,Cherwell 013E,E01028467,Cherwell 013E
